Data.Precipitation,Date.Full,Month,Day,Year,Station.City,Station.Code,Station.Location,Station.State,Temp,Data.Wind.Direction,Data.Wind.Speed
0.01,06-03-2016,3,6,2016,Miami,MIA,"Miami, FL",Florida,73,20,4.4
0.07,06-03-2016,3,6,2016,Orlando,MCO,"Orlando, FL",Florida,66,23,5.15
0.15,06-03-2016,3,6,2016,Pensacola,PNS,"Pensacola, FL",Florida,60,29,5.43
0.6,06-03-2016,3,6,2016,Tallahassee,TLH,"Tallahassee, FL",Florida,57,27,4.55
0,06-03-2016,3,6,2016,Tampa,TPA,"Tampa, FL",Florida,65,22,4.26
0,06-03-2016,3,6,2016,Vero Beach,VRB,"Vero Beach, FL",Florida,68,28,5.86
0.01,06-03-2016,3,6,2016,West Palm Beach,PBI,"West Palm Beach, FL",Florida,71,21,5.4
0.5,06-03-2016,3,6,2016,Alma,AMG,"Alma, GA",Georgia,54,28,4.08
1.14,06-03-2016,3,6,2016,Athens,AHN,"Athens, GA",Georgia,50,21,4.58
1.64,06-03-2016,3,6,2016,Atlanta,ATL,"Atlanta, GA",Georgia,50,26,7.3
1.18,06-03-2016,3,6,2016,Augusta,AGS,"Augusta, GA",Georgia,50,25,5.26
1.32,06-03-2016,3,6,2016,Macon,MCN,"Macon, GA",Georgia,52,25,5.46
0.67,06-03-2016,3,6,2016,Savannah,SAV,"Savannah, GA",Georgia,55,16,5.98
0.11,06-03-2016,3,6,2016,Hilo,ITO,"Hilo, HI",Hawaii,75,24,3.03
0.02,06-03-2016,3,6,2016,Honolulu,HNL,"Honolulu, HI",Hawaii,74,19,3.81
0,06-03-2016,3,6,2016,Kahului,OGG,"Kahului, HI",Hawaii,75,14,5.4
0.03,06-03-2016,3,6,2016,Kaunakakai,MKK,"Kaunakakai, HI",Hawaii,72,17,5.45
0,06-03-2016,3,6,2016,Lihue,LIH,"Lihue, HI",Hawaii,71,31,4.45
0.4,06-03-2016,3,6,2016,Boise,BOI,"Boise, ID",Idaho,51,11,6.28
0.21,06-03-2016,3,6,2016,Lewiston,LWS,"Lewiston, ID",Idaho,48,10,4.88
0.82,06-03-2016,3,6,2016,Pocatello,PIH,"Pocatello, ID",Idaho,45,21,7.25
0.24,06-03-2016,3,6,2016,Chicago,ORD,"Chicago, IL",Illinois,30,17,7.21
0.08,06-03-2016,3,6,2016,Moline,MLI,"Moline, IL",Illinois,33,20,7.33
0.08,06-03-2016,3,6,2016,Peoria,PIA,"Peoria, IL",Illinois,34,20,6.18
0.22,06-03-2016,3,6,2016,Quincy,UIN,"Quincy, IL",Illinois,37,19,7.86
0.13,06-03-2016,3,6,2016,Rockford,RFD,"Rockford, IL",Illinois,30,15,7.88
0.17,06-03-2016,3,6,2016,Springfield,SPI,"Springfield, IL",Illinois,38,19,6.61
0.66,06-03-2016,3,6,2016,Evansville,EVV,"Evansville, IN",Indiana,40,24,4.01
0.49,06-03-2016,3,6,2016,Fort Wayne,FWA,"Fort Wayne, IN",Indiana,32,19,5.33
0.46,06-03-2016,3,6,2016,Indianapolis,IND,"Indianapolis, IN",Indiana,36,25,5.85
0.66,06-03-2016,3,6,2016,South Bend,SBN,"South Bend, IN",Indiana,28,15,4.61
0.13,06-03-2016,3,6,2016,Cedar Rapids,CID,"Cedar Rapids, IA",Iowa,29,20,9.01
0,06-03-2016,3,6,2016,Des Moines,DSM,"Des Moines, IA",Iowa,36,14,8.9
0.16,06-03-2016,3,6,2016,Dubuque,DBQ,"Dubuque, IA",Iowa,27,21,9.55
0.01,06-03-2016,3,6,2016,Sioux City,SUX,"Sioux City, IA",Iowa,38,21,7.9
0.28,06-03-2016,3,6,2016,Waterloo,ALO,"Waterloo, IA",Iowa,26,19,8.53
0,06-03-2016,3,6,2016,Concordia,CNK,"Concordia, KS",Kansas,47,24,9.58
0,06-03-2016,3,6,2016,Dodge City,DDC,"Dodge City, KS",Kansas,51,23,9.08
0,06-03-2016,3,6,2016,Goodland,GLD,"Goodland, KS",Kansas,48,27,8.16
0,06-03-2016,3,6,2016,Medicine Lodge,P28,"Medicine Lodge, KS",Kansas,52,22,8.63
0.01,06-03-2016,3,6,2016,Topeka,TOP,"Topeka, KS",Kansas,47,22,7.85
0,06-03-2016,3,6,2016,Wichita,ICT,"Wichita, KS",Kansas,51,22,11.81
0.59,06-03-2016,3,6,2016,Covington,CVG,"Covington, KY",Kentucky,35,23,5.35
0.86,06-03-2016,3,6,2016,Jackson,JKL,"Jackson, KY",Kentucky,38,27,1.68
0.51,06-03-2016,3,6,2016,Lexington,LEX,"Lexington, KY",Kentucky,37,21,5.2
0.47,06-03-2016,3,6,2016,Louisville,SDF,"Louisville, KY",Kentucky,39,24,3.93
0.63,06-03-2016,3,6,2016,Paducah,PAH,"Paducah, KY",Kentucky,42,23,3.55
0.04,06-03-2016,3,6,2016,Baton Rouge,BTR,"Baton Rouge, LA",Louisiana,63,15,3.86
0,06-03-2016,3,6,2016,Lake Charles,LCH,"Lake Charles, LA",Louisiana,63,19,4.31
0.03,06-03-2016,3,6,2016,New Orleans,MSY,"New Orleans, LA",Louisiana,64,15,5.66
0.1,06-03-2016,3,6,2016,Shreveport,SHV,"Shreveport, LA",Louisiana,61,16,4.73
0.3,06-03-2016,3,6,2016,Slidell,ASD,"Slidell, LA",Louisiana,60,15,2.91
0.81,06-03-2016,3,6,2016,Bangor,BGR,"Bangor, ME",Maine,23,25,5.9
0.81,06-03-2016,3,6,2016,Caribou,CAR,"Caribou, ME",Maine,11,26,5.08
0.92,06-03-2016,3,6,2016,Portland,PWM,"Portland, ME",Maine,28,23,6.11
0.44,06-03-2016,3,6,2016,Baltimore,BWI,"Baltimore, MD",Maryland,39,12,5.08
0.45,06-03-2016,3,6,2016,Salisbury,SBY,"Salisbury, MD",Maryland,39,25,5.95
0.38,06-03-2016,3,6,2016,Boston,BOS,"Boston, MA",Massachusetts,33,22,6.61
0,06-03-2016,3,6,2016,Milton,MQE,"Milton, MA",Massachusetts,60,27,6.65
0.6,06-03-2016,3,6,2016,Worcester,ORH,"Worcester, MA",Massachusetts,29,24,7.16
0.65,06-03-2016,3,6,2016,Alpena,APN,"Alpena, MI",Michigan,18,21,3.93
0.51,06-03-2016,3,6,2016,Detroit,DTW,"Detroit, MI",Michigan,28,11,4.5
0.84,06-03-2016,3,6,2016,Flint,FNT,"Flint, MI",Michigan,23,16,5.11
0.92,06-03-2016,3,6,2016,Grand Rapids,GRR,"Grand Rapids, MI",Michigan,24,14,6.23
0.54,06-03-2016,3,6,2016,Houghton Lake,HTL,"Houghton Lake, MI",Michigan,16,19,4.43
0.72,06-03-2016,3,6,2016,Lansing,LAN,"Lansing, MI",Michigan,22,16,5.38
0.06,06-03-2016,3,6,2016,Marquette,MQT,"Marquette, MI",Michigan,16,0,0
0.24,06-03-2016,3,6,2016,Muskegon,MKG,"Muskegon, MI",Michigan,26,15,6.21
0.06,06-03-2016,3,6,2016,Sault Ste Marie,ANJ,"Sault Ste Marie, MI",Michigan,20,17,2.81
0.16,06-03-2016,3,6,2016,Duluth,DLH,"Duluth, MN",Minnesota,21,22,5.5
0.1,06-03-2016,3,6,2016,International Falls,INL,"International Falls, MN",Minnesota,13,18,3.4
0.05,06-03-2016,3,6,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,31,25,5.75
0.27,06-03-2016,3,6,2016,Rochester,RST,"Rochester, MN",Minnesota,25,20,9.31
0.1,06-03-2016,3,6,2016,St Cloud,STC,"St Cloud, MN",Minnesota,28,23,5.25
0.75,06-03-2016,3,6,2016,Greenville,GLH,"Greenville, MS",Mississippi,54,15,4.2
1.23,06-03-2016,3,6,2016,Greenwood,GWO,"Greenwood, MS",Mississippi,52,14,3.33
0.48,06-03-2016,3,6,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,60,17,3.63
1.07,06-03-2016,3,6,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,57,16,2.86
0.21,06-03-2016,3,6,2016,Jackson,JAN,"Jackson, MS",Mississippi,56,16,3.71
0.59,06-03-2016,3,6,2016,Meridian,MEI,"Meridian, MS",Mississippi,53,17,3.48
1.17,06-03-2016,3,6,2016,Tupelo,TUP,"Tupelo, MS",Mississippi,49,24,2.7
0.46,06-03-2016,3,6,2016,Cape Girardeau,CGI,"Cape Girardeau, MO",Missouri,42,18,4.85
0.12,06-03-2016,3,6,2016,Columbia,COU,"Columbia, MO",Missouri,44,18,8.26
0,06-03-2016,3,6,2016,Kansas City,MCI,"Kansas City, MO",Missouri,48,26,10.36
0.21,06-03-2016,3,6,2016,Rolla/Vichy,VIH,"Rolla/Vichy, MO",Missouri,44,18,7.68
0.17,06-03-2016,3,6,2016,Springfield,SGF,"Springfield, MO",Missouri,48,23,8.28
0.09,06-03-2016,3,6,2016,St Joseph,STJ,"St Joseph, MO",Missouri,42,20,9.56
0.06,06-03-2016,3,6,2016,St Louis,STL,"St Louis, MO",Missouri,42,18,6.1
0,06-03-2016,3,6,2016,Billings,BIL,"Billings, MT",Montana,48,25,10.1
0.13,06-03-2016,3,6,2016,Butte,BTM,"Butte, MT",Montana,36,21,2.93
0,06-03-2016,3,6,2016,Cut Bank,CTB,"Cut Bank, MT",Montana,41,24,13.33
0.07,06-03-2016,3,6,2016,Dillon,DLN,"Dillon, MT",Montana,40,20,8.26
0.3,06-03-2016,3,6,2016,Glasgow,GGW,"Glasgow, MT",Montana,40,15,5.56
0.04,06-03-2016,3,6,2016,Great Falls,GTF,"Great Falls, MT",Montana,44,22,13.78
0.19,06-03-2016,3,6,2016,Havre,HVR,"Havre, MT",Montana,43,22,5.76
0.02,06-03-2016,3,6,2016,Helena,HLN,"Helena, MT",Montana,42,24,4.75
0.19,06-03-2016,3,6,2016,Kalispell,GPI,"Kalispell, MT",Montana,37,20,3.41
0,06-03-2016,3,6,2016,Miles City,MLS,"Miles City, MT",Montana,45,23,5.5
0.06,06-03-2016,3,6,2016,Missoula,MSO,"Missoula, MT",Montana,38,26,1.86
0.02,06-03-2016,3,6,2016,Grand Island,GRI,"Grand Island, NE",Nebraska,44,25,7
0,06-03-2016,3,6,2016,Lincoln,LNK,"Lincoln, NE",Nebraska,42,23,8.13
0,06-03-2016,3,6,2016,Norfolk,OFK,"Norfolk, NE",Nebraska,39,22,7.7
0,06-03-2016,3,6,2016,North Platte,LBF,"North Platte, NE",Nebraska,44,26,5.05
0,06-03-2016,3,6,2016,Omaha,OMA,"Omaha, NE",Nebraska,39,21,9.76
0,06-03-2016,3,6,2016,Scottsbluff,BFF,"Scottsbluff, NE",Nebraska,45,29,4.73
0,06-03-2016,3,6,2016,Sidney,SNY,"Sidney, NE",Nebraska,44,27,9.68
0.02,06-03-2016,3,6,2016,Valentine,VTN,"Valentine, NE",Nebraska,44,28,6.81
0.33,06-03-2016,3,6,2016,Ely,ELY,"Ely, NV",Nevada,44,18,7.91
0.12,06-03-2016,3,6,2016,Eureka,P68,"Eureka, NV",Nevada,46,18,5.46
0,06-03-2016,3,6,2016,Las Vegas,LAS,"Las Vegas, NV",Nevada,67,16,3.85
0.08,06-03-2016,3,6,2016,Mercury,DRA,"Mercury, NV",Nevada,57,20,5.96
0.25,06-03-2016,3,6,2016,Reno,RNO,"Reno, NV",Nevada,52,22,5.95
0.03,06-03-2016,3,6,2016,Winnemucca,WMC,"Winnemucca, NV",Nevada,48,20,6.25
0.79,06-03-2016,3,6,2016,Concord,CON,"Concord, NH",New Hampshire,27,25,5.53
0,06-03-2016,3,6,2016,Mt. Washington,MWN,"Mt. Washington, NH",New Hampshire,60,25,61.1
0.58,06-03-2016,3,6,2016,Atlantic City,ACY,"Atlantic City, NJ",New Jersey,36,28,6.28
0.24,06-03-2016,3,6,2016,Newark,EWR,"Newark, NJ",New Jersey,38,17,6.78
0,06-03-2016,3,6,2016,Albuquerque,ABQ,"Albuquerque, NM",New Mexico,56,18,4.33
0,06-03-2016,3,6,2016,Clayton,CAO,"Clayton, NM",New Mexico,52,27,6.21
0,06-03-2016,3,6,2016,Roswell,ROW,"Roswell, NM",New Mexico,57,23,4.11
0.08,06-03-2016,3,6,2016,Albany,ALB,"Albany, NY",New York,29,27,7.08
0.08,06-03-2016,3,6,2016,Binghamton,BGM,"Binghamton, NY",New York,26,16,5.1
0.34,06-03-2016,3,6,2016,Buffalo,BUF,"Buffalo, NY",New York,25,13,7.16
0.18,06-03-2016,3,6,2016,Glens Falls,GFL,"Glens Falls, NY",New York,26,13,4.03
0.34,06-03-2016,3,6,2016,Islip,ISP,"Islip, NY",New York,36,23,6.88
0.25,06-03-2016,3,6,2016,New York,LGA,"New York, NY",New York,39,18,6.8
0.13,06-03-2016,3,6,2016,Rochester,ROC,"Rochester, NY",New York,25,14,5.63
0.14,06-03-2016,3,6,2016,Syracuse,SYR,"Syracuse, NY",New York,25,14,4.91
0.24,06-03-2016,3,6,2016,Asheville,AVL,"Asheville, NC",North Carolina,41,27,6.73
2.82,06-03-2016,3,6,2016,Cape Hatteras,HSE,"Cape Hatteras, NC",North Carolina,50,15,6.76
0.06,06-03-2016,3,6,2016,Charlotte,CLT,"Charlotte, NC",North Carolina,47,19,5.41
0.25,06-03-2016,3,6,2016,Greensboro,GSO,"Greensboro, NC",North Carolina,45,20,5.96
0.24,06-03-2016,3,6,2016,Hickory,HKY,"Hickory, NC",North Carolina,43,25,3.46
0.25,06-03-2016,3,6,2016,Raleigh/Durham,RDU,"Raleigh/Durham, NC",North Carolina,47,14,4.46
1.16,06-03-2016,3,6,2016,Wilmington,ILM,"Wilmington, NC",North Carolina,50,16,7.45
0.08,06-03-2016,3,6,2016,Bismarck,BIS,"Bismarck, ND",North Dakota,34,16,6.21
0.1,06-03-2016,3,6,2016,Dickinson,DIK,"Dickinson, ND",North Dakota,37,17,7.36
0.02,06-03-2016,3,6,2016,Fargo,FAR,"Fargo, ND",North Dakota,29,23,5.6
0,06-03-2016,3,6,2016,Grand Forks,GFK,"Grand Forks, ND",North Dakota,28,17,5.73
0.06,06-03-2016,3,6,2016,Williston,ISN,"Williston, ND",North Dakota,35,18,4.85
0.55,06-03-2016,3,6,2016,Akron,CAK,"Akron, OH",Ohio,31,22,5.23
0.65,06-03-2016,3,6,2016,Cleveland,CLE,"Cleveland, OH",Ohio,30,15,4.78
0.5,06-03-2016,3,6,2016,Columbus,CMH,"Columbus, OH",Ohio,34,24,4.58
0.66,06-03-2016,3,6,2016,Dayton,DAY,"Dayton, OH",Ohio,33,24,5.7
0.84,06-03-2016,3,6,2016,Mansfield,MFD,"Mansfield, OH",Ohio,30,21,4.81
0.58,06-03-2016,3,6,2016,Toledo,TOL,"Toledo, OH",Ohio,28,16,4.88
0.56,06-03-2016,3,6,2016,Youngstown/Warren,YNG,"Youngstown/Warren, OH",Ohio,31,21,4.85
0,06-03-2016,3,6,2016,Gage,GAG,"Gage, OK",Oklahoma,54,23,11.73
0.02,06-03-2016,3,6,2016,Oklahoma City,OKC,"Oklahoma City, OK",Oklahoma,54,21,11.51
0.02,06-03-2016,3,6,2016,Ponca City,PNC,"Ponca City, OK",Oklahoma,52,22,9.31
0.35,06-03-2016,3,6,2016,Tulsa,TUL,"Tulsa, OK",Oklahoma,54,20,9.58
3.37,06-03-2016,3,6,2016,Astoria,AST,"Astoria, OR",Oregon,51,17,9.38
0.19,06-03-2016,3,6,2016,Burns,BNO,"Burns, OR",Oregon,44,16,6.33
0.99,06-03-2016,3,6,2016,Eugene,EUG,"Eugene, OR",Oregon,51,18,7.48
0.67,06-03-2016,3,6,2016,Medford,MFR,"Medford, OR",Oregon,52,24,2.46
0.44,06-03-2016,3,6,2016,Pendleton,PDT,"Pendleton, OR",Oregon,51,18,3.75
1.3,06-03-2016,3,6,2016,Portland,PDX,"Portland, OR",Oregon,52,14,8.86
0.19,06-03-2016,3,6,2016,Redmond,RDM,"Redmond, OR",Oregon,46,21,7.21
1.35,06-03-2016,3,6,2016,Salem,SLE,"Salem, OR",Oregon,52,17,7.01
0.07,06-03-2016,3,6,2016,Allentown,ABE,"Allentown, PA",Pennsylvania,37,18,5.86
0.3,06-03-2016,3,6,2016,Erie,ERI,"Erie, PA",Pennsylvania,27,12,5.78
0.04,06-03-2016,3,6,2016,Harrisburg,MDT,"Harrisburg, PA",Pennsylvania,37,18,5.85
0.34,06-03-2016,3,6,2016,Philadelphia,PHL,"Philadelphia, PA",Pennsylvania,40,18,6.46
0.43,06-03-2016,3,6,2016,Pittsburgh,PIT,"Pittsburgh, PA",Pennsylvania,34,22,5.73
0.04,06-03-2016,3,6,2016,Wilkes-Barre/Scranton,AVP,"Wilkes-Barre/Scranton, PA",Pennsylvania,32,19,5.23
0.04,06-03-2016,3,6,2016,Williamsport,IPT,"Williamsport, PA",Pennsylvania,36,19,4.91
0.1,06-03-2016,3,6,2016,San Juan,SJU,"San Juan, PR",Puerto Rico,80,9,6.7
0.29,06-03-2016,3,6,2016,Providence,PVD,"Providence, RI",Rhode Island,34,19,6.58
0.65,06-03-2016,3,6,2016,Anderson,AND,"Anderson, SC",South Carolina,48,14,4.36
0.76,06-03-2016,3,6,2016,Charleston,CHS,"Charleston, SC",South Carolina,55,17,7.08
0.67,06-03-2016,3,6,2016,Columbia,CAE,"Columbia, SC",South Carolina,52,18,5.46
0.19,06-03-2016,3,6,2016,Greer,GSP,"Greer, SC",South Carolina,47,14,4.95
0.03,06-03-2016,3,6,2016,Aberdeen,ABR,"Aberdeen, SD",South Dakota,34,17,6.91
0,06-03-2016,3,6,2016,Huron,HON,"Huron, SD",South Dakota,32,18,6.38
0.05,06-03-2016,3,6,2016,Pierre,PIR,"Pierre, SD",South Dakota,34,15,5.28
0.04,06-03-2016,3,6,2016,Rapid City,RAP,"Rapid City, SD",South Dakota,43,21,6.51
0.03,06-03-2016,3,6,2016,Sioux Falls,FSD,"Sioux Falls, SD",South Dakota,29,17,7.56
0.38,06-03-2016,3,6,2016,Bristol/Jhnsn Cty/Kngsprt,TRI,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,40,24,3.75
0.49,06-03-2016,3,6,2016,Chattanooga,CHA,"Chattanooga, TN",Tennessee,47,21,3.61
0.53,06-03-2016,3,6,2016,Clarksville,CKV,"Clarksville, TN",Tennessee,41,20,4.11
0.57,06-03-2016,3,6,2016,Crossville,CSV,"Crossville, TN",Tennessee,41,25,3.63
0.39,06-03-2016,3,6,2016,Knoxville,TYS,"Knoxville, TN",Tennessee,43,14,3.6
1.08,06-03-2016,3,6,2016,Memphis,MEM,"Memphis, TN",Tennessee,52,20,3.23
0.84,06-03-2016,3,6,2016,Nashville,BNA,"Nashville, TN",Tennessee,45,25,3.2
0.5,06-03-2016,3,6,2016,Oak Ridge,OQT,"Oak Ridge, TN",Tennessee,43,15,1.21
0,06-03-2016,3,6,2016,Abilene,ABI,"Abilene, TX",Texas,59,23,10.75
0,06-03-2016,3,6,2016,Amarillo,AMA,"Amarillo, TX",Texas,56,24,8.51
0,06-03-2016,3,6,2016,Austin/Bergstrom,AUS,"Austin/Bergstrom, TX",Texas,62,21,5.81
0,06-03-2016,3,6,2016,Austin/City,ATT,"Austin/City, TX",Texas,67,20,3.78
0.01,06-03-2016,3,6,2016,Beaumont/Port Arthur,BPT,"Beaumont/Port Arthur, TX",Texas,65,15,5.56
0,06-03-2016,3,6,2016,Brownsville,BRO,"Brownsville, TX",Texas,74,12,10.18
0,06-03-2016,3,6,2016,Childress,CDS,"Childress, TX",Texas,58,17,9.53
0,06-03-2016,3,6,2016,College Station,CLL,"College Station, TX",Texas,64,19,6.08
0,06-03-2016,3,6,2016,Corpus Christi,CRP,"Corpus Christi, TX",Texas,72,12,10.75
0,06-03-2016,3,6,2016,Dalhart,DHT,"Dalhart, TX",Texas,53,18,5.7
0,06-03-2016,3,6,2016,Dallas,DAL,"Dallas, TX",Texas,61,16,8.86
0,06-03-2016,3,6,2016,Dallas-Fort Worth,DFW,"Dallas-Fort Worth, TX",Texas,60,22,9.31
0,06-03-2016,3,6,2016,Del Rio,DRT,"Del Rio, TX",Texas,67,20,8.38
0,06-03-2016,3,6,2016,El Paso,ELP,"El Paso, TX",Texas,65,21,5.98
0,06-03-2016,3,6,2016,Fort Worth,FTW,"Fort Worth, TX",Texas,60,21,9.68
0,06-03-2016,3,6,2016,Galveston,GLS,"Galveston, TX",Texas,64,13,8.86
0,06-03-2016,3,6,2016,Houston,HOU,"Houston, TX",Texas,66,15,5.18
0,06-03-2016,3,6,2016,Lubbock,LBB,"Lubbock, TX",Texas,58,13,9.73
0,06-03-2016,3,6,2016,Midland,MAF,"Midland, TX",Texas,62,13,9.91
0,06-03-2016,3,6,2016,San Angelo,SJT,"San Angelo, TX",Texas,59,12,7.86
0,06-03-2016,3,6,2016,San Antonio,SAT,"San Antonio, TX",Texas,67,21,6.26
0,06-03-2016,3,6,2016,Victoria,VCT,"Victoria, TX",Texas,65,16,6
0,06-03-2016,3,6,2016,Waco,ACT,"Waco, TX",Texas,59,21,8.05
0,06-03-2016,3,6,2016,Wichita Falls,SPS,"Wichita Falls, TX",Texas,57,16,11.36
0.6,06-03-2016,3,6,2016,Salt Lake City,SLC,"Salt Lake City, UT",Utah,52,19,5.63
0.38,06-03-2016,3,6,2016,Blacksburg,BCB,"Blacksburg, VA",VA,41,25,5.36
0.25,06-03-2016,3,6,2016,Burlington,BTV,"Burlington, VT",Vermont,21,25,4.95
0.66,06-03-2016,3,6,2016,Lynchburg,LYH,"Lynchburg, VA",Virginia,40,22,3.4
0.7,06-03-2016,3,6,2016,Norfolk,ORF,"Norfolk, VA",Virginia,44,10,8.4
0.25,06-03-2016,3,6,2016,Richmond,RIC,"Richmond, VA",Virginia,40,13,6.33
0.38,06-03-2016,3,6,2016,Roanoke,ROA,"Roanoke, VA",Virginia,41,25,5.36
0.62,06-03-2016,3,6,2016,Wallops Island,WAL,"Wallops Island, VA",Virginia,38,23,6.03
0.17,06-03-2016,3,6,2016,Washington,DCA,"Washington, VA",Virginia,42,13,6.53
1.1,06-03-2016,3,6,2016,Deer Park,DEW,"Deer Park, WA",Washington,41,16,3.56
0.64,06-03-2016,3,6,2016,Ephrata,EPH,"Ephrata, WA",Washington,45,23,4.4
3.11,06-03-2016,3,6,2016,Olympia,OLM,"Olympia, WA",Washington,48,18,4.7
4.99,06-03-2016,3,6,2016,Quillayute,UIL,"Quillayute, WA",Washington,51,16,8.86
1.63,06-03-2016,3,6,2016,Seattle,SEA,"Seattle, WA",Washington,51,17,6.53
0.99,06-03-2016,3,6,2016,Spokane,GEG,"Spokane, WA",Washington,44,17,6.8
0.87,06-03-2016,3,6,2016,Yakima,YKM,"Yakima, WA",Washington,47,22,4.05
0.88,06-03-2016,3,6,2016,Beckley,BKW,"Beckley, WV",West Virginia,36,24,5.76
1.02,06-03-2016,3,6,2016,Charleston,CRW,"Charleston, WV",West Virginia,38,22,3.98
0.39,06-03-2016,3,6,2016,Elkins,EKN,"Elkins, WV",West Virginia,34,25,4.35
1.18,06-03-2016,3,6,2016,Huntington,HTS,"Huntington, WV",West Virginia,38,17,3.15
0.24,06-03-2016,3,6,2016,Green Bay,GRB,"Green Bay, WI",Wisconsin,25,22,5.81
0.28,06-03-2016,3,6,2016,La Crosse,LSE,"La Crosse, WI",Wisconsin,27,22,6.91
0.34,06-03-2016,3,6,2016,Madison,MSN,"Madison, WI",Wisconsin,26,16,6.46
0.25,06-03-2016,3,6,2016,Milwaukee,MKE,"Milwaukee, WI",Wisconsin,28,17,7.16
0,06-03-2016,3,6,2016,Casper,CPR,"Casper, WY",Wyoming,43,24,13.21
0,06-03-2016,3,6,2016,Cheyenne,CYS,"Cheyenne, WY",Wyoming,43,27,11.85
0,06-03-2016,3,6,2016,Lander,LND,"Lander, WY",Wyoming,43,25,4.33
0,06-03-2016,3,6,2016,Rawlins,RWL,"Rawlins, WY",Wyoming,39,24,14.21
0,06-03-2016,3,6,2016,Sheridan,SHR,"Sheridan, WY",Wyoming,44,26,3.96
1.26,13-03-2016,3,13,2016,Birmingham,BHM,"Birmingham, AL",Alabama,68,17,6.91
1.2,13-03-2016,3,13,2016,Huntsville,HSV,"Huntsville, AL",Alabama,66,14,8.61
4.44,13-03-2016,3,13,2016,Mobile,MOB,"Mobile, AL",Alabama,67,13,12.8
0.26,13-03-2016,3,13,2016,Montgomery,MGM,"Montgomery, AL",Alabama,68,15,6.31
0,13-03-2016,3,13,2016,Anchorage,ANC,"Anchorage, AK",Alaska,33,16,2.2
1.4,13-03-2016,3,13,2016,Annette,ANN,"Annette, AK",Alaska,41,15,8.52
0,13-03-2016,3,13,2016,Bethel,BET,"Bethel, AK",Alaska,21,4,14.72
0.01,13-03-2016,3,13,2016,Bettles,BTT,"Bettles, AK",Alaska,8,20,5.4
0.43,13-03-2016,3,13,2016,Cold Bay,CDB,"Cold Bay, AK",Alaska,32,21,8.67
0.71,13-03-2016,3,13,2016,Cordova,CDV,"Cordova, AK",Alaska,37,15,2.84
0,13-03-2016,3,13,2016,Delta Junction/Ft Greely,BIG,"Delta Junction/Ft Greely, AK",Alaska,22,16,6.91
0,13-03-2016,3,13,2016,Fairbanks,FAI,"Fairbanks, AK",Alaska,16,11,3.12
0,13-03-2016,3,13,2016,Gulkana,GKN,"Gulkana, AK",Alaska,18,20,0.94
0,13-03-2016,3,13,2016,Gustavus,GST,"Gustavus, AK",Alaska,60,20,2.88
0.15,13-03-2016,3,13,2016,Homer,HOM,"Homer, AK",Alaska,37,13,3.32
0.03,13-03-2016,3,13,2016,Iliamna,ILI,"Iliamna, AK",Alaska,36,8,4.44
0.38,13-03-2016,3,13,2016,Juneau,JNU,"Juneau, AK",Alaska,37,13,4.55
0.05,13-03-2016,3,13,2016,Kenai,ENA,"Kenai, AK",Alaska,32,1,9.31
1.94,13-03-2016,3,13,2016,Ketchikan,KTN,"Ketchikan, AK",Alaska,42,16,9.8
0.1,13-03-2016,3,13,2016,King Salmon,AKN,"King Salmon, AK",Alaska,36,19,5.84
1.5,13-03-2016,3,13,2016,Kodiak,ADQ,"Kodiak, AK",Alaska,39,21,8.35
0,13-03-2016,3,13,2016,Kotzebue,OTZ,"Kotzebue, AK",Alaska,3,3,4.44
0.01,13-03-2016,3,13,2016,Mc Grath,MCG,"Mc Grath, AK",Alaska,14,31,1.21
0,13-03-2016,3,13,2016,Nome,OME,"Nome, AK",Alaska,10,20,5.6
0,13-03-2016,3,13,2016,Northway,ORT,"Northway, AK",Alaska,14,15,0.7
0,13-03-2016,3,13,2016,Palmer,PAQ,"Palmer, AK",Alaska,36,26,4.55
0,13-03-2016,3,13,2016,Puntilla Lake,PTI,"Puntilla Lake, AK",Alaska,60,0,0
0,13-03-2016,3,13,2016,Shemya,SYA,"Shemya, AK",Alaska,60,26,5.2
0.49,13-03-2016,3,13,2016,Sitka,SIT,"Sitka, AK",Alaska,48,11,7.41
0.12,13-03-2016,3,13,2016,Skagway,SGY,"Skagway, AK",Alaska,40,8,6.55
0.49,13-03-2016,3,13,2016,St Paul Island,SNP,"St Paul Island, AK",Alaska,28,16,15.88
0,13-03-2016,3,13,2016,Talkeetna,TKA,"Talkeetna, AK",Alaska,32,24,3.24
0,13-03-2016,3,13,2016,Tanana,TAL,"Tanana, AK",Alaska,11,8,5.25
0,13-03-2016,3,13,2016,Utqiagvik (Barrow),BRW,"Utqiagvik (Barrow), AK",Alaska,-8,9,16.62
0,13-03-2016,3,13,2016,Wrangell,WRG,"Wrangell, AK",Alaska,60,12,6.47
0.99,13-03-2016,3,13,2016,Yakutat,YAK,"Yakutat, AK",Alaska,38,14,2.92
0.19,13-03-2016,3,13,2016,Douglas Bisbee,DUG,"Douglas Bisbee, AZ",Arizona,51,21,5.11
0.11,13-03-2016,3,13,2016,Kingman,IGM,"Kingman, AZ",Arizona,53,15,7.84
